sample,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
446,2.73,1.87,1.50,76.22,128.50,276.58,75393.5
447,2.56,2.10,1.33,76.38,127.46,242.23,71008.7
448,2.82,1.80,1.38,76.04,127.44,279.40,66757.7
449,2.65,2.12,1.41,75.28,127.93,256.17,72317.0
450,2.61,1.73,1.29,76.29,128.02,247.33,68628.2
451,2.89,2.00,1.46,75.20,127.21,275.44,63217.2
452,2.84,2.17,1.58,75.50,128.37,249.46,76994.5
453,2.75,1.73,1.35,75.35,127.75,286.83,72439.8
454,2.80,2.14,1.22,76.17,127.31,270.08,75632.8
455,2.61,2.26,1.55,75.24,127.86,276.08,67180.8
456,2.87,1.88,1.66,75.58,127.39,246.32,69146.9
457,2.52,2.17,1.64,75.20,128.50,244.75,73528.3
458,2.70,2.17,1.67,76.43,127.28,260.88,74956.4
459,2.61,1.88,1.54,75.31,128.47,262.30,76860.4
460,2.57,1.82,1.75,75.53,127.95,256.48,71125.9
461,2.72,2.05,1.75,76.00,128.04,264.04,73928.1
462,2.77,2.20,1.26,76.34,127.67,286.81,72737.8
463,2.79,1.72,1.66,75.48,127.61,261.98,65958.3
464,2.55,2.16,1.64,75.74,128.08,251.04,66407.5
465,2.69,1.95,1.52,76.48,128.16,271.20,68929.5
466,2.50,2.19,1.45,75.77,127.30,273.77,65743.1
467,2.75,1.83,1.80,76.54,128.45,269.35,69749.3
468,2.52,2.26,1.77,75.59,127.55,276.46,63217.4
469,2.58,2.16,1.28,75.24,127.28,250.42,70051.7
470,2.59,1.99,1.62,75.22,127.87,243.01,65326.8
471,2.57,2.02,1.72,75.73,127.84,263.43,67178.8
472,2.72,1.79,1.24,76.09,127.23,257.47,74625.2
473,2.74,2.25,1.76,76.27,128.57,286.24,72856.6
474,2.54,2.04,1.72,75.28,127.32,277.70,72403.2
475,2.79,1.86,1.32,75.26,128.41,252.24,64946.2
476,2.63,2.10,1.62,75.77,127.94,274.05,64602.1
477,2.75,1.99,1.43,75.81,127.66,248.91,68028.5
478,2.90,2.27,1.63,76.39,128.08,267.17,66730.6
479,2.69,1.73,1.70,75.79,127.88,287.78,67633.3
480,2.51,2.23,1.46,75.68,127.70,267.55,68206.8
481,2.75,1.86,1.76,76.24,127.26,259.14,66129.1
482,2.72,2.07,1.45,76.28,127.49,275.26,71797.8
483,2.81,2.00,1.79,76.02,128.44,260.36,66071.3
484,2.85,1.75,1.33,76.24,127.76,247.66,74818.9
485,2.52,1.95,1.31,76.49,127.71,262.60,64274.2
486,2.53,1.92,1.26,75.26,128.49,252.47,73866.8
487,2.85,1.84,1.76,75.42,128.44,260.33,72826.8
488,2.68,2.24,1.61,75.74,128.24,255.81,73277.6
489,2.55,1.88,1.80,75.75,128.01,280.89,63640.6
490,2.61,1.97,1.36,75.25,128.11,282.19,72296.4
491,2.78,1.94,1.21,76.23,128.40,274.52,69845.9
492,2.67,2.26,1.61,76.49,127.98,255.27,66868.4
493,2.60,1.94,1.50,75.96,128.04,268.49,71691.0
494,2.60,2.11,1.74,76.18,127.49,272.24,68756.2
495,2.63,1.94,1.37,76.00,128.29,269.45,75160.7
496,2.73,2.07,1.41,76.50,127.97,251.71,64322.8
497,2.88,1.93,1.55,75.29,128.21,246.40,65340.9
498,2.73,1.81,1.75,76.42,128.44,286.18,69463.6
499,2.50,1.72,1.36,75.27,127.59,241.56,74608.1
500,2.51,1.85,1.23,76.33,128.40,286.53,67173.3
501,2.51,1.93,1.34,75.41,128.38,251.03,76261.3
502,2.55,1.90,1.35,76.26,128.24,250.40,72804.4
503,2.76,1.78,1.55,76.37,127.44,269.27,72117.2
504,2.52,2.18,1.52,75.46,128.18,253.15,73845.6
505,2.77,2.01,1.30,75.94,127.53,272.19,72103.9
506,2.76,2.25,1.64,75.25,127.62,266.46,63192.7
507,2.87,1.99,1.25,76.29,128.23,247.78,65241.7
508,2.65,1.99,1.63,75.97,127.74,250.47,73013.6
509,2.50,1.94,1.31,75.94,128.09,263.22,66425.6
510,2.88,2.15,1.58,75.69,128.10,259.51,75384.0
511,2.61,2.06,1.66,76.20,127.58,241.45,67534.1
512,2.69,2.23,1.53,76.27,127.77,254.29,66793.9
513,2.53,2.18,1.64,76.36,127.61,282.92,74316.2
514,2.73,1.98,1.49,76.44,127.48,268.73,64553.2
515,2.68,2.18,1.78,75.78,127.84,285.61,72836.9
516,2.74,2.17,1.31,75.47,128.23,256.33,66703.2
517,2.77,1.97,1.66,76.18,127.26,272.32,65430.1
518,2.82,2.24,1.64,75.27,128.59,244.73,72267.4
519,2.50,2.19,1.23,75.98,127.23,293.75,63480.2
520,2.89,2.13,1.57,76.32,127.92,258.17,67815.8
521,2.55,2.27,1.37,75.41,127.85,257.86,64029.0
522,2.89,2.10,1.39,76.60,127.56,253.14,68857.5
523,2.64,2.26,1.61,75.23,127.62,243.18,63430.8
524,2.53,1.76,1.46,76.48,128.05,290.49,70748.8
525,2.77,1.76,1.44,76.25,127.22,270.54,74835.3
526,2.67,2.27,1.29,75.84,127.40,273.92,75197.4
527,2.80,1.92,1.63,75.83,128.08,249.92,65719.5
528,2.53,1.72,1.72,76.07,128.18,280.99,66825.8
529,2.65,1.96,1.27,75.99,127.46,261.16,66225.6
530,2.78,2.00,1.75,76.00,127.31,276.10,71938.1
531,2.68,1.97,1.51,75.44,127.59,245.72,76706.6
532,2.56,1.94,1.64,75.73,127.88,266.60,72508.8
533,2.81,2.01,1.25,75.43,127.73,279.17,70744.1
534,2.80,2.12,1.34,75.99,128.13,286.67,73691.4
535,2.84,2.10,1.54,75.41,127.24,266.16,67180.7
536,2.63,1.92,1.52,75.21,127.79,269.50,72929.8
537,2.55,2.13,1.42,75.27,128.45,265.18,67183.1
538,2.55,2.03,1.79,75.41,127.31,242.80,76393.9
539,2.85,2.10,1.69,75.64,127.38,277.92,72977.5
540,2.65,1.73,1.49,75.38,128.12,254.21,66221.4
541,2.52,1.99,1.53,76.05,127.47,289.82,63764.6
542,2.80,1.91,1.47,76.17,127.23,246.22,64124.3
543,2.68,2.12,1.29,75.85,127.37,287.65,75578.5
544,2.69,1.76,1.34,75.97,127.61,273.78,75333.9
545,2.73,1.76,1.58,75.46,128.39,267.15,63775.6
546,2.78,1.91,1.42,75.28,127.22,267.35,67235.9
547,2.68,2.13,1.38,76.21,128.31,251.94,71151.4
548,2.77,2.11,1.43,76.07,127.95,258.43,65478.6
549,2.56,2.14,1.52,75.87,128.54,277.50,70232.6
550,2.72,2.22,1.39,75.90,128.48,290.33,69068.3
551,2.54,2.06,1.73,75.55,128.33,258.40,64327.2
552,2.90,1.86,1.49,76.23,127.91,246.73,70747.6
553,2.58,2.17,1.27,75.51,128.58,241.32,67650.9
554,2.63,2.10,1.40,76.16,127.88,270.39,64370.9
555,2.84,2.01,1.80,76.44,128.11,293.17,70992.8
556,2.65,2.05,1.58,75.96,128.29,275.05,68399.6
557,2.65,2.01,1.80,76.27,128.16,252.20,69007.7
558,2.72,2.00,1.67,75.86,127.49,252.95,63606.6
559,2.52,2.26,1.30,75.82,128.59,242.11,72990.7
560,2.64,2.13,1.28,76.36,127.22,286.57,73013.4
561,2.80,2.13,1.70,76.00,127.95,250.70,69923.0
562,2.64,1.99,1.73,75.51,128.29,276.71,73042.8
563,2.75,2.29,1.48,76.31,128.10,266.91,65055.7
564,2.64,1.79,1.47,75.22,128.26,275.95,75347.5
565,2.86,1.89,1.36,75.23,127.96,258.21,71447.9
566,2.59,1.96,1.62,76.00,127.44,241.31,71248.9
567,2.87,2.20,1.22,76.11,128.33,240.93,75214.1
568,2.73,1.82,1.34,75.51,127.88,243.59,71409.1
569,2.56,2.01,1.33,76.24,127.89,244.60,66972.4
570,2.76,1.70,1.31,75.61,128.07,281.54,74051.9
571,2.61,2.10,1.50,75.85,128.03,255.81,68421.6
572,2.77,2.15,1.51,76.25,128.00,247.56,66833.5
573,2.60,2.14,1.65,75.71,127.88,278.08,63158.2
574,2.56,1.85,1.47,76.40,127.78,258.31,74584.8
575,2.75,2.05,1.73,75.52,128.54,258.44,70093.6
576,2.58,1.89,1.58,76.44,128.54,285.95,74054.8
577,2.58,1.76,1.75,76.17,127.71,278.98,75830.7
578,2.58,1.86,1.64,75.94,127.28,248.04,66276.0
579,2.89,1.91,1.78,75.37,128.01,279.36,65571.6
580,2.57,1.91,1.77,75.43,128.17,268.77,66613.2
581,2.54,1.78,1.37,76.25,128.58,270.25,76673.3
582,2.86,2.01,1.74,76.49,127.43,289.67,68518.1
583,2.73,1.89,1.21,76.17,128.10,251.95,75034.6
584,2.79,2.26,1.43,75.48,127.37,242.75,70004.6
585,2.76,1.94,1.29,75.52,128.32,276.46,75825.2
586,2.89,1.85,1.23,75.47,127.27,259.82,74111.2
587,2.63,2.22,1.79,75.75,127.73,257.85,65617.2
588,2.87,2.20,1.63,75.28,127.51,286.20,69069.6
589,2.68,1.82,1.74,75.59,127.47,289.36,71151.6
590,2.58,2.00,1.70,75.92,128.57,268.81,69991.7
591,2.52,2.16,1.40,75.59,127.24,253.53,75599.8
592,2.77,1.87,1.73,75.25,127.41,269.30,66498.6
593,2.70,2.16,1.66,76.02,127.46,250.81,70078.7
594,2.82,1.84,1.62,75.57,128.10,292.01,74214.0
595,2.83,2.19,1.61,75.77,127.29,278.45,75563.0
596,2.65,1.94,1.56,75.69,127.71,285.77,75811.1
597,2.81,2.02,1.44,75.40,127.21,287.34,70439.0
598,2.85,1.89,1.38,75.24,127.70,275.45,69308.9
599,2.85,1.99,1.36,76.37,128.16,242.44,70016.8
600,2.73,1.86,1.67,76.53,128.53,247.09,65826.7
601,2.57,2.18,1.68,75.89,128.44,275.54,67576.3
602,2.59,2.07,1.31,75.30,128.35,291.64,67898.7
603,2.83,2.11,1.25,75.61,127.67,270.95,73520.4
604,2.61,1.94,1.31,75.35,128.07,257.53,63460.4
605,2.73,2.14,1.28,76.25,128.47,289.18,73510.6
606,2.75,1.99,1.31,76.50,128.41,292.92,75416.3
607,2.67,1.78,1.25,75.57,128.09,271.39,73434.7
608,2.55,2.23,1.42,75.56,127.62,242.10,74307.4
609,2.88,1.74,1.38,76.09,127.82,266.13,73372.7
610,2.59,1.72,1.30,75.21,128.31,289.43,70788.7
611,2.82,2.23,1.66,76.36,128.14,262.77,64301.9
612,2.68,2.09,1.42,76.09,127.23,270.23,64974.0
613,2.56,2.13,1.42,76.54,127.40,255.05,70987.8
614,2.65,2.16,1.59,76.20,128.15,291.45,72353.4
615,2.74,2.03,1.28,76.35,128.44,263.53,70645.9
616,2.86,2.27,1.48,75.54,128.13,266.17,72520.3
617,2.77,1.90,1.51,75.89,128.58,281.96,71774.4
618,2.51,2.19,1.61,75.29,127.39,245.43,68011.3
619,2.63,2.14,1.46,75.42,127.62,270.21,76135.3
620,2.66,2.01,1.42,76.32,127.84,271.85,63605.8
621,2.76,1.77,1.33,76.25,128.08,249.55,73422.9
622,2.61,1.81,1.73,75.24,128.23,244.81,63884.8
623,2.74,2.08,1.49,76.47,128.34,267.59,75988.4
624,2.74,1.82,1.64,75.47,127.95,250.88,76174.8
625,2.73,1.89,1.69,76.46,128.54,271.00,76407.3
626,2.59,1.90,1.44,75.36,127.56,254.25,72778.1
627,2.62,2.19,1.36,75.37,128.30,260.46,65118.5
628,2.83,2.28,1.20,76.20,127.91,255.81,74930.0
629,2.74,1.72,1.22,76.43,127.80,261.27,69852.4
630,2.64,2.28,1.22,75.44,127.33,279.97,70012.6
631,2.74,1.73,1.46,75.99,127.34,264.91,76520.7
632,2.73,2.23,1.23,76.01,128.53,286.26,68173.0
633,2.65,1.76,1.31,75.46,128.25,264.15,67208.9
634,2.63,2.18,1.40,76.15,127.99,283.12,71233.1
635,2.89,1.91,1.34,75.50,128.02,291.29,69889.3
636,2.65,2.21,1.77,76.32,127.53,242.86,66617.8
637,2.71,1.81,1.80,76.07,127.68,258.22,71863.3
638,2.69,2.23,1.76,75.47,128.29,259.10,63627.7
639,2.57,1.96,1.58,75.26,128.18,257.19,63942.1
640,2.87,2.17,1.44,76.39,127.36,262.96,67081.9
641,2.86,1.84,1.25,76.21,127.93,250.15,63135.0
642,2.88,2.09,1.42,75.87,128.09,292.33,72516.8
643,2.76,1.94,1.75,75.25,127.94,251.72,71528.9
644,2.84,2.01,1.78,75.82,127.64,258.41,66086.0
645,2.66,2.15,1.26,75.42,127.41,254.24,72725.7
646,2.52,2.14,1.52,76.07,127.78,285.04,64495.4
647,2.59,1.87,1.75,76.07,128.43,267.80,76521.8
648,2.76,1.92,1.55,75.96,127.35,249.97,65576.1
649,2.86,2.18,1.64,75.48,127.48,258.27,66336.2
650,2.84,2.17,1.57,75.71,127.39,273.18,66620.5
651,2.50,2.08,1.55,76.50,127.95,289.34,73182.0
652,2.80,1.89,1.73,76.10,127.72,267.25,68986.9
653,2.82,2.19,1.52,75.38,127.70,246.50,65224.0
654,2.55,1.97,1.79,75.23,128.53,250.59,64610.6
655,2.88,2.08,1.28,75.71,127.60,273.79,70943.8
656,2.82,1.80,1.74,76.44,127.48,280.22,67115.5
657,2.73,1.96,1.55,75.48,128.33,285.72,70609.1
658,2.79,2.03,1.52,76.56,128.53,244.01,65925.5
659,2.71,1.90,1.49,75.52,127.32,283.71,66922.2
660,2.76,2.16,1.21,75.89,127.48,251.35,74395.6
661,2.72,1.77,1.59,75.93,128.15,273.97,73474.7
662,2.51,2.05,1.65,75.76,127.35,252.70,65175.8
663,2.74,2.05,1.52,75.92,128.00,261.50,69709.6
664,2.59,1.80,1.43,75.27,127.83,266.61,72535.5
665,2.52,2.13,1.59,75.98,127.43,277.71,71470.0
666,2.62,1.92,1.69,76.49,128.08,253.98,66940.9
667,2.86,2.09,1.24,76.57,128.25,261.59,68086.0
668,2.89,1.98,1.27,75.32,128.02,291.50,74395.2
669,2.66,1.76,1.76,75.74,127.28,268.07,69236.7
670,2.85,2.16,1.48,76.26,128.02,258.33,72235.7
671,2.89,2.24,1.37,75.35,127.63,245.81,73211.6
672,2.51,1.95,1.21,76.31,127.64,248.16,72435.3
673,2.72,1.71,1.53,75.47,127.23,242.39,63544.0
674,2.76,2.20,1.38,76.54,128.25,293.70,68279.0
675,2.69,1.96,1.62,75.51,127.25,265.73,67594.3
676,2.74,2.09,1.62,76.27,127.48,281.43,66517.5
677,2.74,2.27,1.77,76.00,128.06,281.51,74574.9
678,2.54,1.83,1.61,75.64,128.05,283.22,76499.3
679,2.56,1.74,1.36,75.60,128.27,288.38,71855.7
680,2.82,1.76,1.42,75.40,127.48,250.07,69745.7
681,2.74,2.10,1.41,75.50,128.14,245.40,76682.0
682,2.81,2.29,1.65,75.87,127.33,278.98,65949.3
683,2.51,1.77,1.56,75.62,127.94,277.57,67908.4
684,2.58,1.99,1.49,76.36,127.31,258.77,71396.9
685,2.66,1.98,1.72,76.25,127.35,264.25,71979.0
686,2.87,1.84,1.35,76.10,128.06,241.70,70321.9
687,2.81,1.98,1.30,76.30,127.36,281.64,67452.0
688,2.56,2.26,1.63,75.63,128.13,261.09,76457.0
689,2.68,1.80,1.80,75.78,128.09,274.47,64717.2
690,2.55,1.89,1.44,75.40,127.34,243.60,74081.8
691,2.61,2.27,1.23,75.85,127.21,253.99,66383.2
692,2.71,1.98,1.58,75.49,127.41,266.30,71020.0
693,2.69,1.87,1.22,75.86,128.38,280.69,64663.9
694,2.61,2.06,1.60,76.49,127.81,245.70,64145.0
695,2.60,2.04,1.78,75.71,127.23,251.57,64121.3
696,2.71,1.88,1.25,75.59,128.28,271.92,69135.2
697,2.63,1.75,1.30,75.51,127.41,251.55,76134.6
698,2.76,2.10,1.45,76.56,127.69,293.76,75965.7
699,2.75,2.24,1.34,76.25,128.35,257.80,72211.4
700,2.76,1.70,1.53,76.53,127.78,292.42,65014.0
701,2.71,2.25,1.24,76.42,127.83,266.50,70161.2
702,2.68,2.30,1.80,75.99,128.05,288.00,65777.8
703,2.77,2.21,1.70,75.34,127.56,263.49,71038.9
704,2.53,2.15,1.68,76.36,127.49,272.00,63373.6
705,2.52,1.71,1.29,75.73,127.42,287.17,74686.8
706,2.55,2.04,1.43,76.23,127.56,250.85,63384.0
707,2.70,1.72,1.35,75.38,127.61,275.58,73563.4
708,2.82,2.02,1.68,76.39,127.99,265.53,63372.6
709,2.77,1.96,1.75,76.03,127.20,241.58,73420.9
710,2.53,1.95,1.61,75.31,127.81,272.40,76273.8
711,2.72,2.29,1.62,76.41,128.34,246.98,67464.7
712,2.89,1.99,1.29,76.42,128.16,261.14,74895.1
713,2.73,2.27,1.69,75.28,128.47,289.81,64772.3
714,2.69,2.24,1.49,76.38,127.64,277.04,63438.8
715,2.65,2.26,1.27,76.45,127.25,282.23,68001.8
716,2.79,2.18,1.34,76.35,127.41,273.76,66879.1
717,2.79,1.84,1.77,76.11,127.40,240.96,73362.2
718,2.73,2.09,1.77,75.26,127.81,288.79,75635.0
719,2.76,2.21,1.43,75.33,127.87,254.28,71279.5
720,2.57,1.96,1.26,76.60,127.84,267.30,71838.4
721,2.78,2.19,1.29,75.74,127.32,286.26,63301.3
722,2.80,2.07,1.53,75.90,128.00,288.79,75432.0
723,2.53,1.79,1.49,75.59,127.65,278.49,63829.7
724,2.74,1.81,1.63,75.90,127.88,258.41,75327.7
725,2.60,1.73,1.27,75.66,128.25,242.09,75265.9
726,2.89,1.85,1.79,75.74,127.70,263.29,67582.8
727,2.51,2.28,1.67,75.59,127.42,270.25,68104.5
728,2.56,2.18,1.34,75.34,127.93,286.32,67860.8
729,2.53,1.81,1.65,76.18,127.61,289.74,71767.2
730,2.56,2.01,1.52,76.00,128.50,275.05,66541.5
731,2.59,2.04,1.71,75.68,127.45,272.92,68724.6
732,2.86,2.06,1.45,75.84,127.22,249.59,76345.6
733,2.68,1.71,1.41,75.24,128.57,252.76,66701.1
734,2.51,1.84,1.39,75.66,127.31,281.96,63179.8
735,2.51,1.73,1.62,75.51,128.46,241.96,66630.5
736,2.80,2.27,1.63,76.16,128.11,286.11,66601.7
737,2.80,1.97,1.49,76.02,128.47,274.56,73819.5
738,2.78,1.83,1.40,76.41,127.73,243.50,70220.5
739,2.77,2.02,1.37,75.50,127.48,275.57,65904.7
740,2.58,2.29,1.77,76.18,128.07,270.82,70947.6
741,2.59,1.82,1.79,75.86,128.49,262.42,69373.0
742,2.56,1.79,1.68,75.31,127.43,260.02,71784.6
743,2.89,1.80,1.58,75.33,127.94,264.01,66814.7
744,2.80,2.21,1.68,75.78,127.84,251.05,75410.6
745,2.85,2.21,1.66,75.80,128.53,288.07,73693.0
746,2.88,2.23,1.52,76.28,127.21,289.23,72441.5
747,2.83,1.74,1.53,76.31,127.58,249.44,74357.4
748,2.78,2.00,1.50,76.08,128.01,246.95,68167.7
749,2.51,2.25,1.41,75.93,128.48,261.25,72610.4
750,2.86,2.25,1.58,75.63,127.72,293.33,67622.2
751,2.60,2.22,1.41,76.45,128.16,251.87,64301.8
752,2.52,2.30,1.64,76.10,128.03,292.79,65223.5
753,2.73,2.09,1.55,76.59,127.43,279.95,76556.4
754,2.89,1.96,1.73,75.50,127.76,284.01,74360.0
755,2.60,1.93,1.21,76.26,128.01,271.81,73484.7
756,2.83,2.19,1.71,75.67,127.76,257.63,69330.0
757,2.88,1.82,1.32,75.57,127.59,267.13,71390.7
758,2.73,2.12,1.77,75.70,127.53,272.19,72874.0
759,2.86,2.06,1.42,75.39,127.69,257.70,72043.4
760,2.61,2.28,1.28,76.27,127.59,242.89,65498.4
761,2.74,1.81,1.55,76.02,128.23,286.26,72831.5
762,2.68,2.29,1.76,76.56,128.40,250.15,76081.3
763,2.51,1.70,1.68,75.82,128.44,272.63,67816.7
764,2.62,2.26,1.77,75.37,128.31,245.42,66043.3
765,2.52,2.16,1.55,75.22,128.06,251.15,73696.2
766,2.63,2.11,1.27,76.00,128.06,256.25,72172.0
767,2.74,2.09,1.64,76.29,127.47,276.71,63268.9
768,2.69,2.00,1.52,76.01,128.03,289.07,70071.7
769,2.76,2.13,1.29,75.90,128.44,242.16,75142.4
770,2.84,2.21,1.72,75.97,128.10,283.63,74907.3
771,2.72,2.20,1.56,76.52,127.90,250.58,68649.0
772,2.59,2.21,1.68,76.25,128.08,248.07,72912.2
773,2.70,1.80,1.30,75.40,128.38,276.03,67667.7
774,2.77,1.90,1.52,75.50,127.47,258.34,67612.9
775,2.50,1.85,1.60,75.37,127.67,257.40,68528.6
776,2.90,2.17,1.20,75.95,127.90,273.61,69680.9
777,2.61,2.09,1.37,76.29,128.35,254.20,72729.0
778,2.51,1.96,1.61,76.35,128.45,261.70,71522.3
779,2.75,1.85,1.74,75.21,128.44,241.53,67829.6
780,2.60,1.88,1.37,75.92,127.53,291.21,63083.0
781,2.75,1.97,1.54,76.01,128.05,255.89,72894.8
782,2.54,2.11,1.27,76.44,127.36,247.14,73750.5
783,2.82,2.16,1.65,76.50,127.67,292.10,71633.4
784,2.70,2.14,1.23,76.06,128.13,268.68,76793.2
785,2.54,2.01,1.53,75.39,127.29,285.60,66658.5
786,2.79,1.70,1.61,76.18,128.05,282.10,67495.2
787,2.65,1.79,1.48,76.12,128.18,250.86,75432.7
788,2.84,1.96,1.71,76.21,128.18,248.70,72414.9
789,2.74,1.71,1.25,76.01,127.38,256.48,75756.1
790,2.81,2.23,1.24,76.42,127.99,271.80,65945.5
791,2.72,2.23,1.22,76.21,127.29,272.45,75687.4
792,2.68,2.23,1.37,75.61,127.71,275.12,68872.2
793,2.87,2.04,1.37,75.34,128.42,285.05,73207.3
794,2.61,2.06,1.41,75.84,127.31,241.77,74058.4
795,2.86,1.71,1.45,75.62,128.09,241.94,73670.2
796,2.61,1.93,1.23,75.61,127.39,272.93,72938.3
797,2.60,2.05,1.73,76.39,127.59,277.38,64895.2
798,2.57,1.76,1.66,76.33,127.86,284.07,72150.1
799,2.80,2.08,1.59,75.23,128.19,292.76,70082.8
800,2.53,2.25,1.26,76.17,127.59,246.01,67809.6
801,2.80,1.85,1.27,75.74,127.61,271.26,63103.7
802,2.53,2.03,1.70,75.58,127.98,243.79,66786.3
803,2.86,2.01,1.40,75.84,127.45,289.45,76484.8
804,2.57,2.00,1.54,76.43,127.85,279.24,66960.7
805,2.70,2.04,1.64,75.31,128.46,277.75,69826.0
806,2.51,1.82,1.31,76.53,128.07,241.13,67732.9
807,2.51,2.14,1.43,75.73,127.47,293.58,70530.3
808,2.68,2.17,1.71,76.54,127.42,276.20,75991.8
809,2.58,2.16,1.39,76.43,128.57,290.14,63196.7
810,2.56,1.89,1.79,75.69,127.70,292.48,66627.9
811,2.88,2.27,1.28,75.44,128.29,278.59,64213.1
812,2.89,1.73,1.71,75.43,128.59,258.68,76180.9
813,2.67,2.25,1.21,76.28,127.93,279.49,76590.8
814,2.52,2.06,1.45,75.26,127.88,275.47,65400.1
815,2.79,1.78,1.27,75.40,127.59,258.77,67331.6
816,2.71,2.12,1.31,76.08,128.40,259.69,74388.9
817,2.68,1.82,1.37,76.58,127.57,280.86,63924.9
818,2.82,1.88,1.78,75.98,127.97,247.00,63041.0
819,2.72,1.84,1.23,75.38,127.56,270.61,66418.6
820,2.73,2.30,1.37,75.79,127.27,259.10,75267.2
821,2.62,1.92,1.65,75.64,127.74,262.28,66616.9
822,2.52,2.04,1.22,76.50,128.44,285.77,71373.1
823,2.52,1.93,1.36,75.46,128.55,290.52,75101.2
824,2.80,1.97,1.39,75.51,128.29,290.17,68631.0
825,2.76,2.10,1.63,75.42,128.11,275.28,68500.0
826,2.79,2.29,1.29,75.66,128.04,245.11,70214.8
827,2.83,1.92,1.63,75.26,128.45,243.10,68517.6
828,2.61,2.24,1.62,75.81,128.27,266.92,73768.9
829,2.52,2.04,1.58,76.54,128.46,246.61,65145.2
830,2.51,2.22,1.51,76.07,127.77,255.45,75357.7
831,2.61,2.17,1.78,75.74,127.95,246.24,71342.0
832,2.81,2.08,1.65,76.15,127.62,283.84,76402.1
833,2.62,2.14,1.74,76.51,127.37,272.59,71503.1
834,2.63,2.15,1.53,75.69,127.95,281.19,68823.9
835,2.71,2.05,1.37,75.78,127.76,255.07,69557.4
836,2.90,2.12,1.49,76.40,128.48,272.26,70941.0
837,2.65,2.01,1.25,75.69,128.44,263.77,74426.2
838,2.66,1.92,1.51,75.89,127.93,275.15,67719.1
839,2.64,1.83,1.48,75.92,128.36,261.68,70374.3
840,2.58,2.27,1.46,75.61,128.32,255.65,64077.0
841,2.90,2.09,1.26,76.40,128.45,293.54,64578.9
842,2.53,1.88,1.37,75.94,128.46,248.80,73864.3
843,2.62,1.78,1.54,75.94,128.60,263.81,75029.7
844,2.85,2.23,1.39,75.27,127.59,260.73,67409.5
845,2.77,2.25,1.29,76.28,127.71,261.92,72555.6
846,2.60,2.09,1.42,75.27,127.48,256.55,73063.1
847,2.60,2.17,1.72,75.87,127.54,245.56,66306.5
848,2.64,2.21,1.37,75.35,128.44,271.54,74090.1
849,2.87,2.06,1.53,76.05,128.12,260.21,70883.9
850,2.71,2.02,1.62,75.98,128.37,291.00,64405.6
851,2.58,2.20,1.21,76.27,128.45,249.41,64961.0
852,2.78,1.84,1.61,75.98,128.30,292.63,69678.7
853,2.54,1.79,1.79,75.42,128.45,284.76,67007.9
854,2.73,1.96,1.39,76.23,127.48,280.46,64352.7
855,2.73,1.89,1.51,75.38,128.29,287.64,65594.8
856,2.62,1.91,1.69,76.09,128.33,242.05,67533.3
857,2.57,2.26,1.42,76.22,127.42,281.82,66102.5
858,2.83,2.01,1.30,75.62,127.21,273.62,65441.9
859,2.66,2.02,1.45,76.02,127.84,285.24,64821.2
860,2.78,1.75,1.53,75.52,127.33,272.66,67251.3
861,2.64,2.23,1.61,76.01,127.30,263.02,68060.1
862,2.83,2.29,1.35,76.31,127.64,282.83,76656.5
863,2.57,2.22,1.54,75.68,127.61,275.68,73807.1
864,2.69,2.23,1.60,75.85,128.21,266.21,66778.6
865,2.56,1.84,1.41,76.19,127.69,292.31,63593.7
866,2.85,1.77,1.41,75.71,128.19,260.37,76157.7
867,2.58,1.71,1.23,75.76,127.84,279.14,72761.1
868,2.60,2.24,1.65,76.08,128.42,289.59,68118.4
869,2.76,2.27,1.52,76.30,127.37,259.66,71216.3
870,2.54,1.86,1.33,75.70,128.04,271.78,63690.2
871,2.73,1.82,1.36,75.80,127.20,261.02,69746.4
872,2.55,1.85,1.65,75.72,127.36,243.41,65892.8
873,2.85,1.95,1.69,75.52,127.30,266.92,70256.5
874,2.64,2.17,1.43,75.82,127.85,242.56,64244.2
875,2.51,2.11,1.36,75.91,128.41,289.69,63576.1
876,2.87,1.89,1.64,75.22,127.29,247.56,76617.1
877,2.65,2.03,1.73,75.49,128.01,284.51,63171.2
878,2.80,2.05,1.66,76.47,128.55,261.90,72997.0
879,2.88,1.72,1.32,75.96,127.71,284.00,63248.4
880,2.61,2.20,1.39,76.56,128.55,275.08,68544.2
881,2.86,1.95,1.78,76.03,127.57,286.49,65439.2
882,2.67,1.96,1.67,75.36,128.24,266.62,65174.4
883,2.87,1.93,1.63,75.79,127.80,240.65,69593.3
884,2.72,2.07,1.25,75.86,127.93,269.92,69107.1
885,2.70,2.09,1.65,75.68,128.04,270.80,64960.8
886,2.62,1.75,1.75,75.48,127.46,264.29,70988.2
887,2.65,2.15,1.37,76.38,127.40,250.01,75799.1
888,2.74,2.21,1.44,76.45,127.63,257.23,66418.4
889,2.61,2.26,1.71,76.32,127.78,281.77,66443.9
890,2.83,2.08,1.60,76.35,128.56,288.25,67532.9
891,2.63,1.74,1.23,75.49,127.38,247.96,66440.3
892,2.51,2.29,1.42,76.21,127.41,278.70,74453.0
893,2.76,2.17,1.70,75.30,127.29,255.57,70157.2
894,2.86,1.79,1.20,75.75,127.82,281.74,70802.6
